paru_many
testing 1405 matrices:
   1 2758: Mycielski/mycielskian2 nz 2
  57  239: HB/saylr1 nz 1128
  58 2338: Rommes/ww_36_pmec_36 nz 1194
  59  316: Bai/odepa400 nz 1201
  60 2397: Newman/football nz 1226
  61 1189: Rajat/rajat05 nz 1250
  62  174: HB/impcol_d nz 1255
  63  175: HB/impcol_e nz 1303
  64  165: HB/gre_343 nz 1310
  65 2858: ML_Graph/breasttissue_10NN nz 1412
  66 1198: Rajat/rajat14 nz 1475
  67  215: HB/nnc261 nz 1500
  68 2763: Mycielski/mycielskian7 nz 1510
  69 2559: CPM/cz148 nz 1527
  70 1112: Sandia/oscil_dcop_01 nz 1544
  71 1113: Sandia/oscil_dcop_02 nz 1544
  72 1114: Sandia/oscil_dcop_03 nz 1544
  73 1115: Sandia/oscil_dcop_04 nz 1544
  74 1116: Sandia/oscil_dcop_05 nz 1544
  75 1118: Sandia/oscil_dcop_07 nz 1544
  76 1119: Sandia/oscil_dcop_08 nz 1544
  77 1120: Sandia/oscil_dcop_09 nz 1544
  78 1121: Sandia/oscil_dcop_10 nz 1544
  79 1122: Sandia/oscil_dcop_11 nz 1544
  80 1123: Sandia/oscil_dcop_12 nz 1544
  81 1124: Sandia/oscil_dcop_13 nz 1544
  82 1125: Sandia/oscil_dcop_14 nz 1544
  83 1126: Sandia/oscil_dcop_15 nz 1544
  84 1127: Sandia/oscil_dcop_16 nz 1544
  85 1128: Sandia/oscil_dcop_17 nz 1544
  86 1129: Sandia/oscil_dcop_18 nz 1544
  87 1130: Sandia/oscil_dcop_19 nz 1544
  88 1131: Sandia/oscil_dcop_20 nz 1544
  89 1132: Sandia/oscil_dcop_21 nz 1544
  90 1133: Sandia/oscil_dcop_22 nz 1544
  91 1134: Sandia/oscil_dcop_23 nz 1544
  92 1135: Sandia/oscil_dcop_24 nz 1544
  93 1136: Sandia/oscil_dcop_25 nz 1544
  94 1137: Sandia/oscil_dcop_26 nz 1544
  95 1138: Sandia/oscil_dcop_27 nz 1544
  96 1139: Sandia/oscil_dcop_28 nz 1544
  97 1140: Sandia/oscil_dcop_29 nz 1544
  98 1141: Sandia/oscil_dcop_30 nz 1544
  99 1142: Sandia/oscil_dcop_31 nz 1544
 100 1143: Sandia/oscil_dcop_32 nz 1544
 101 1144: Sandia/oscil_dcop_33 nz 1544
 102 1145: Sandia/oscil_dcop_34 nz 1544
 103 1146: Sandia/oscil_dcop_35 nz 1544
 104 1147: Sandia/oscil_dcop_36 nz 1544
 105 1148: Sandia/oscil_dcop_37 nz 1544
 106 1149: Sandia/oscil_dcop_38 nz 1544
 107 1150: Sandia/oscil_dcop_39 nz 1544
 108 1151: Sandia/oscil_dcop_40 nz 1544
 109 1152: Sandia/oscil_dcop_41 nz 1544
 110 1153: Sandia/oscil_dcop_42 nz 1544
 111 1155: Sandia/oscil_dcop_44 nz 1544
 112 1169: Sandia/oscil_trans_01 nz 1614
 113  247: HB/shl_0 nz 1687
 114  249: HB/shl_400 nz 1712
 115  268: HB/west0497 nz 1721
 116  248: HB/shl_200 nz 1726
 117 1641: Bai/tols90 nz 1746
 118  231: HB/plskz362 nz 1760
 119 2748: VDOL/tumorAntiAngiogenesis_1 nz 1783
 120  335: Bai/rw496 nz 1859
 121  267: HB/west0479 nz 1888
 122  166: HB/gre_512 nz 1976
 123  321: Bai/olm500 nz 1996
 124  266: HB/west0381 nz 2134
 125  149: HB/fs_680_1 nz 2184
 126 1639: Bai/tols340 nz 2196
 127  251: HB/steam1 nz 2248
 128 2890: ML_Graph/YaleA_10NN nz 2268
 129 1864: Muite/Chebyshev1 nz 2319
 130 2421: AG-Monien/netz4504_dual nz 2342
 131  926: FEMLAB/poisson2D nz 2417
 132  150: HB/fs_680_2 nz 2424
 133 2866: ML_Graph/dermatology_5NN nz 2440
 134  254: HB/str_0 nz 2454
 135  151: HB/fs_680_3 nz 2471
 136  310: Bai/dw256A nz 2480
 137 1616: Bai/dwa512 nz 2480
 138  311: Bai/dw256B nz 2500
 139 1617: Bai/dwb512 nz 2500
 140 1634: Bai/rdb450 nz 2580
 141 1635: Bai/rdb450l nz 2580
 142 2749: VDOL/tumorAntiAngiogenesis_2 nz 2699
 143  929: FEMLAB/problem1 nz 2779
 144  190: HB/lns_511 nz 2796
 145  193: HB/lnsp_511 nz 2796
 146  269: HB/west0655 nz 2808
 147  307: Bai/ck400 nz 2860
 148 2718: VDOL/orbitRaising_1 nz 2906
 149  295: Bai/bfwb398 nz 2910
 150 1627: Bai/qh768 nz 2934
 151 2869: ML_Graph/Glass_10NN nz 2986
 152  255: HB/str_200 nz 3068
 153  908: vanHeukelum/cage7 nz 3084
 154  824: TOKAMAK/utm300 nz 3155
 155  256: HB/str_400 nz 3157
 156 2560: CPM/cz308 nz 3182
 157  471: Gset/G11 nz 3200
 158  472: Gset/G12 nz 3200
 159  473: Gset/G13 nz 3200
 160   82: HB/bp_0 nz 3276
 161  257: HB/str_600 nz 3279
 162  328: Bai/qh882 nz 3354
 163  234: HB/pores_3 nz 3474
 164 2691: VDOL/hangGlider_1 nz 3477
 165  270: HB/west0989 nz 3518
 166 1637: Bai/tols1090 nz 3546
 167  292: Bai/bfwa398 nz 3678
 168 1346: Rajat/rajat19 nz 3699
 169  242: HB/sherman1 nz 3750
 170  245: HB/sherman4 nz 3786
 171   87: HB/bp_200 nz 3802
 172  308: Bai/ck656 nz 3884
 173  450: Grund/b2_ss nz 3895
 174 2750: VDOL/tumorAntiAngiogenesis_3 nz 3952
 175  280: HB/young3c nz 3988
 176  319: Bai/olm1000 nz 3996
 177  338: Bai/tub1000 nz 3996
 178   88: HB/bp_400 nz 4028
 179  216: HB/nnc666 nz 4032
 180  451: Grund/b_dyn nz 4144
 181   89: HB/bp_600 nz 4172
 182  167: HB/hor_131 nz 4182
 183  148: HB/fs_541_4 nz 4273
 184  145: HB/fs_541_1 nz 4282
 185  146: HB/fs_541_2 nz 4282
 186  147: HB/fs_541_3 nz 4282
 187  406: FIDAP/ex1 nz 4317
 188  325: Bai/pde900 nz 4380
 189   90: HB/bp_800 nz 4534
 190 2867: ML_Graph/Ecoli_10NN nz 4560
 191 2751: VDOL/tumorAntiAngiogenesis_4 nz 4593
 192 2754: VDOL/tumorAntiAngiogenesis_7 nz 4597
 193 1636: Bai/rdb800l nz 4640
 194   83: HB/bp_1000 nz 4661
 195  300: Bai/cdde1 nz 4681
 196  301: Bai/cdde2 nz 4681
 197  302: Bai/cdde3 nz 4681
 198  303: Bai/cdde4 nz 4681
 199  304: Bai/cdde5 nz 4681
 200  305: Bai/cdde6 nz 4681
 201 2752: VDOL/tumorAntiAngiogenesis_5 nz 4690
 202 2764: Mycielski/mycielskian8 nz 4720
 203   84: HB/bp_1200 nz 4726
 204 2755: VDOL/tumorAntiAngiogenesis_8 nz 4776
 205   85: HB/bp_1400 nz 4790
 206 2753: VDOL/tumorAntiAngiogenesis_6 nz 4795
 207   86: HB/bp_1600 nz 4841
 208 2736: VDOL/spaceStation_3 nz 5103
 209 2436: AG-Monien/cage nz 5124
 210 1638: Bai/tols2000 nz 5184
 211 2673: VDOL/freeFlyingRobot_1 nz 5246
 212 2665: VDOL/dynamicSoaringProblem_1 nz 5367
 213  271: HB/west1505 nz 5414
 214 2406: Arenas/jazz nz 5484
 215 2872: ML_Graph/iris_dataset_30NN nz 5518
 216  333: Bai/rdb968 nz 5632
 217 2879: ML_Graph/Olivetti_norm_10NN nz 5656
 218  252: HB/steam2 nz 5660
 219  160: HB/gre_1107 nz 5664
 220  152: HB/fs_760_1 nz 5739
 221  153: HB/fs_760_2 nz 5739
 222  154: HB/fs_760_3 nz 5816
 223 2735: VDOL/spaceStation_2 nz 5817
 224 1059: Sandia/fpga_dcop_05 nz 5852
 225 1061: Sandia/fpga_dcop_07 nz 5855
 226 1060: Sandia/fpga_dcop_06 nz 5860
 227 1896: YZhou/circuit204 nz 5883
 228 1058: Sandia/fpga_dcop_04 nz 5884
 229 1064: Sandia/fpga_dcop_10 nz 5884
 230 1062: Sandia/fpga_dcop_08 nz 5888
 231 1063: Sandia/fpga_dcop_09 nz 5888
 232 1056: Sandia/fpga_dcop_02 nz 5892
 233 1057: Sandia/fpga_dcop_03 nz 5892
 234 1065: Sandia/fpga_dcop_11 nz 5892
 235 1066: Sandia/fpga_dcop_12 nz 5892
 236 1067: Sandia/fpga_dcop_13 nz 5892
 237 1068: Sandia/fpga_dcop_14 nz 5892
 238 1069: Sandia/fpga_dcop_15 nz 5892
 239 1070: Sandia/fpga_dcop_16 nz 5892
 240 1071: Sandia/fpga_dcop_17 nz 5892
 241 1072: Sandia/fpga_dcop_18 nz 5892
 242 1073: Sandia/fpga_dcop_19 nz 5892
 243 1074: Sandia/fpga_dcop_20 nz 5892
 244 1075: Sandia/fpga_dcop_21 nz 5892
 245 1076: Sandia/fpga_dcop_22 nz 5892
 246 1077: Sandia/fpga_dcop_23 nz 5892
 247 1078: Sandia/fpga_dcop_24 nz 5892
 248 1079: Sandia/fpga_dcop_25 nz 5892
 249 1080: Sandia/fpga_dcop_26 nz 5892
 250 1081: Sandia/fpga_dcop_27 nz 5892
 251 1082: Sandia/fpga_dcop_28 nz 5892
 252 1083: Sandia/fpga_dcop_29 nz 5892
 253 1084: Sandia/fpga_dcop_30 nz 5892
 254 1085: Sandia/fpga_dcop_31 nz 5892
 255 1086: Sandia/fpga_dcop_32 nz 5892
 256 1087: Sandia/fpga_dcop_33 nz 5892
 257 1088: Sandia/fpga_dcop_34 nz 5892
 258 1089: Sandia/fpga_dcop_35 nz 5892
 259 1090: Sandia/fpga_dcop_36 nz 5892
 260 1091: Sandia/fpga_dcop_37 nz 5892
 261 1092: Sandia/fpga_dcop_38 nz 5892
 262 1093: Sandia/fpga_dcop_39 nz 5892
 263 1094: Sandia/fpga_dcop_40 nz 5892
 264 1095: Sandia/fpga_dcop_41 nz 5892
 265 1096: Sandia/fpga_dcop_42 nz 5892
 266 1097: Sandia/fpga_dcop_43 nz 5892
 267 1098: Sandia/fpga_dcop_44 nz 5892
 268 1099: Sandia/fpga_dcop_45 nz 5892
 269 1100: Sandia/fpga_dcop_46 nz 5892
 270 1101: Sandia/fpga_dcop_47 nz 5892
 271 1102: Sandia/fpga_dcop_48 nz 5892
 272 1103: Sandia/fpga_dcop_49 nz 5892
 273 1104: Sandia/fpga_dcop_50 nz 5892
 274 1105: Sandia/fpga_dcop_51 nz 5892
 275  381: DRIVCAV/cavity02 nz 5923
 276  383: DRIVCAV/cavity04 nz 5923
 277  226: HB/orsirr_2 nz 5970
 278  297: Bai/bfwb782 nz 5982
 279  187: HB/jpwh_991 nz 6027
 280 2720: VDOL/orbitRaising_3 nz 6098
 281 1626: Bai/qh1484 nz 6110
 282 2465: DIMACS10/delaunay_n10 nz 6112
 283 2561: CPM/cz628 nz 6346
 284 2719: VDOL/orbitRaising_2 nz 6526
 285  225: HB/orsirr_1 nz 6858
 286 2730: VDOL/spaceShuttleEntry_1 nz 6891
 287 2886: ML_Graph/umistfacesnorm_10NN nz 6990
 288 2423: AG-Monien/ukerbe1_dual nz 7076
 289  380: DRIVCAV/cavity01 nz 7280
 290 1628: Bai/rdb1250 nz 7300
 291 1629: Bai/rdb1250l nz 7300
 292  272: HB/west2021 nz 7310
 293  382: DRIVCAV/cavity03 nz 7311
 294 2722: VDOL/reorientation_1 nz 7326
 295 1106: Sandia/fpga_trans_01 nz 7382
 296 1107: Sandia/fpga_trans_02 nz 7382
 297  893: Norris/lung1 nz 7419
 298 2885: ML_Graph/Spectro_10NN nz 7422
 299  294: Bai/bfwa782 nz 7514
 300  208: HB/mahindas nz 7682
 301  287: Averous/epb0 nz 7764
 302 2721: VDOL/orbitRaising_4 nz 7790
 303  299: Bai/bwm2000 nz 7996
 304  320: Bai/olm2000 nz 7996
 305  494: Gset/G32 nz 8000
 306  495: Gset/G33 nz 8000
 307  496: Gset/G34 nz 8000
 308  467: Grund/poli nz 8188
 309  214: HB/nnc1374 nz 8588
 310 1188: Rajat/rajat04 nz 8725
 311 1640: Bai/tols4000 nz 8784
 312 1442: Oberwolfach/rail_1357 nz 8985
 313 1790: Meszaros/iprob nz 9000
 314 2690: VDOL/goddardRocketProblem_2 nz 9058
 315  475: Gset/G15 nz 9322
 316  479: Gset/G19 nz 9322
 317  477: Gset/G17 nz 9334
 318  482: Gset/G21 nz 9334
 319  476: Gset/G16 nz 9344
 320  481: Gset/G20 nz 9344
 321  474: Gset/G14 nz 9388
 322  478: Gset/G18 nz 9388
 323  233: HB/pores_2 nz 9613
 324 2877: ML_Graph/micromass_10NN nz 9668
 325  309: Bai/dw1024 nz 10114
 326 1614: Bai/dw2048 nz 10114
 327 1327: Morandini/rotor2 nz 10685
 328 1430: Oberwolfach/filter2D nz 10750
 329 2888: ML_Graph/Vehicle_10NN nz 10894
 330 1535: Zitney/extr1b nz 10965
 331  836: Zitney/extr1 nz 10967
 332  909: vanHeukelum/cage8 nz 11003
 333  988: Sandia/adder_dcop_05 nz 11097
 334  987: Sandia/adder_dcop_04 nz 11107
 335  986: Sandia/adder_dcop_03 nz 11148
 336  984: Sandia/adder_dcop_01 nz 11156
 337 1108: Sandia/init_adder1 nz 11156
 338  989: Sandia/adder_dcop_06 nz 11224
 339  990: Sandia/adder_dcop_07 nz 11226
 340  993: Sandia/adder_dcop_10 nz 11232
 341  992: Sandia/adder_dcop_09 nz 11239
 342  991: Sandia/adder_dcop_08 nz 11242
 343  994: Sandia/adder_dcop_11 nz 11243
 344  996: Sandia/adder_dcop_13 nz 11245
 345 1002: Sandia/adder_dcop_19 nz 11245
 346 1027: Sandia/adder_dcop_44 nz 11245
 347  985: Sandia/adder_dcop_02 nz 11246
 348  995: Sandia/adder_dcop_12 nz 11246
 349  997: Sandia/adder_dcop_14 nz 11246
 350  998: Sandia/adder_dcop_15 nz 11246
 351  999: Sandia/adder_dcop_16 nz 11246
 352 1000: Sandia/adder_dcop_17 nz 11246
 353 1001: Sandia/adder_dcop_18 nz 11246
 354 1003: Sandia/adder_dcop_20 nz 11246
 355 1004: Sandia/adder_dcop_21 nz 11246
 356 1005: Sandia/adder_dcop_22 nz 11246
 357 1006: Sandia/adder_dcop_23 nz 11246
 358 1007: Sandia/adder_dcop_24 nz 11246
 359 1008: Sandia/adder_dcop_25 nz 11246
 360 1009: Sandia/adder_dcop_26 nz 11246
 361 1010: Sandia/adder_dcop_27 nz 11246
 362 1011: Sandia/adder_dcop_28 nz 11246
 363 1012: Sandia/adder_dcop_29 nz 11246
 364 1013: Sandia/adder_dcop_30 nz 11246
 365 1014: Sandia/adder_dcop_31 nz 11246
 366 1015: Sandia/adder_dcop_32 nz 11246
 367 1016: Sandia/adder_dcop_33 nz 11246
 368 1017: Sandia/adder_dcop_34 nz 11246
 369 1018: Sandia/adder_dcop_35 nz 11246
 370 1019: Sandia/adder_dcop_36 nz 11246
 371 1020: Sandia/adder_dcop_37 nz 11246
 372 1021: Sandia/adder_dcop_38 nz 11246
 373 1022: Sandia/adder_dcop_39 nz 11246
 374 1023: Sandia/adder_dcop_40 nz 11246
 375 1024: Sandia/adder_dcop_41 nz 11246
 376 1025: Sandia/adder_dcop_42 nz 11246
 377 1026: Sandia/adder_dcop_43 nz 11246
 378 1028: Sandia/adder_dcop_45 nz 11246
 379 1029: Sandia/adder_dcop_46 nz 11246
 380 1030: Sandia/adder_dcop_47 nz 11246
 381 1031: Sandia/adder_dcop_48 nz 11246
 382 1032: Sandia/adder_dcop_49 nz 11246
 383 1033: Sandia/adder_dcop_50 nz 11246
 384 1034: Sandia/adder_dcop_51 nz 11246
 385 1035: Sandia/adder_dcop_52 nz 11246
 386 1036: Sandia/adder_dcop_53 nz 11246
 387 1037: Sandia/adder_dcop_54 nz 11246
 388 1038: Sandia/adder_dcop_55 nz 11246
 389 1039: Sandia/adder_dcop_56 nz 11246
 390 1040: Sandia/adder_dcop_57 nz 11246
 391 1041: Sandia/adder_dcop_58 nz 11246
 392 1042: Sandia/adder_dcop_59 nz 11246
 393 1043: Sandia/adder_dcop_60 nz 11246
 394 1044: Sandia/adder_dcop_61 nz 11246
 395 1045: Sandia/adder_dcop_62 nz 11246
 396 1046: Sandia/adder_dcop_63 nz 11246
 397 1047: Sandia/adder_dcop_64 nz 11246
 398 1048: Sandia/adder_dcop_65 nz 11246
 399 1049: Sandia/adder_dcop_66 nz 11246
 400 1050: Sandia/adder_dcop_67 nz 11246
 401 1051: Sandia/adder_dcop_68 nz 11246
 402 1052: Sandia/adder_dcop_69 nz 11246
 403  258: HB/watt_1 nz 11360
 404  259: HB/watt_2 nz 11550
 405 2674: VDOL/freeFlyingRobot_2 nz 11600
 406 2334: Fluorem/DK01R nz 11766
 407  460: Grund/bayer09 nz 11767
 408  515: Gset/G51 nz 11818
 409  517: Gset/G53 nz 11828
 410  516: Gset/G52 nz 11832
 411  518: Gset/G54 nz 11832
 412  331: Bai/rdb2048 nz 12032
 413 1632: Bai/rdb2048_noL nz 12032
 414 2466: DIMACS10/delaunay_n11 nz 12254
 415 1613: Bai/cryg2500 nz 12349
 416 2562: CPM/cz1268 nz 12786
 417 1196: Rajat/rajat12 nz 12818
 418 2675: VDOL/freeFlyingRobot_3 nz 12922
 419 1170: MathWorks/Pd nz 13036
 420  539: Hamm/add20 nz 13151
 421  838: Zitney/radfr1 nz 13299
 422 2876: ML_Graph/mice_10NN nz 13484
 423 1942: JGD_CAG/CAG_mat364 nz 13585
 424 2737: VDOL/spaceStation_4 nz 13626
 425  227: HB/orsreg_1 nz 14133
 426 2765: Mycielski/mycielskian9 nz 14542
 427 1053: Sandia/adder_trans_01 nz 14579
 428 1054: Sandia/adder_trans_02 nz 14579
 429  324: Bai/pde2961 nz 14585
 430 2692: VDOL/hangGlider_2 nz 14754
 431 1378: MathWorks/Sieber nz 14873
 432 1537: Schenk_IBMNA/c-18 nz 15145
 433 2738: VDOL/spaceStation_5 nz 15219
 434 2666: VDOL/dynamicSoaringProblem_2 nz 15588
 435 2860: ML_Graph/collins_15NN nz 16492
 436 2655: LeGresley/LeGresley_2508 nz 16727
 437  329: Bai/rbsa480 nz 17088
 438  330: Bai/rbsb480 nz 17088
 439 2743: VDOL/spaceStation_10 nz 17478
 440 2739: VDOL/spaceStation_6 nz 17595
 441 2723: VDOL/reorientation_2 nz 17910
 442 2676: VDOL/freeFlyingRobot_4 nz 18218
 443 1446: Oberwolfach/spiral nz 18228
 444  545: Hollinger/g7jac010 nz 18229
 445  546: Hollinger/g7jac010sc nz 18229
 446 2740: VDOL/spaceStation_7 nz 18252
 447 2859: ML_Graph/cnae9_10NN nz 18278
 448  734: Mallya/lhr01 nz 18427
 449 1865: Muite/Chebyshev2 nz 18447
 450 1633: Bai/rdb3200l nz 18880
 451 2741: VDOL/spaceStation_8 nz 18945
 452 2744: VDOL/spaceStation_11 nz 18954
 453  418: FIDAP/ex21 nz 18964
 454  830: Wang/wang1 nz 19093
 455  831: Wang/wang2 nz 19093
 456 2857: ML_Graph/Binaryalphadigs_10NN nz 19392
 457 2742: VDOL/spaceStation_9 nz 19674
 458 2745: VDOL/spaceStation_12 nz 19728
 459  540: Hamm/add32 nz 19848
 460  506: Gset/G43 nz 19980
 461  507: Gset/G44 nz 19980
 462  508: Gset/G45 nz 19980
 463  509: Gset/G46 nz 19980
 464  510: Gset/G47 nz 19980
 465  322: Bai/olm5000 nz 19996
 466  521: Gset/G57 nz 20000
 467  810: Shyy/shyy41 nz 20042
 468  336: Bai/rw5151 nz 20199
 469 1539: Schenk_IBMNA/c-20 nz 20445
 470 2696: VDOL/kineticBatchReactor_1 nz 20600
 471  246: HB/sherman5 nz 20793
 472  828: Wang/swang1 nz 20841
 473  829: Wang/swang2 nz 20841
 474  371: Bomhof/circuit_2 nz 21199
 475 2883: ML_Graph/plantstexture_10NN nz 21204
 476  823: TOKAMAK/utm1700b nz 21509
 477 1538: Schenk_IBMNA/c-19 nz 21817
 478 2881: ML_Graph/Plants_10NN nz 21930
 479 1200: Hamrle/Hamrle2 nz 22162
 480 2884: ML_Graph/semeion_10NN nz 22226
 481  241: HB/saylr4 nz 22316
 482  419: FIDAP/ex22 nz 22460
 483 1536: Zitney/hydr1c nz 22592
 484  837: Zitney/hydr1 nz 22680
 485 2863: ML_Graph/dataset18mfeatmorphological_10NN nz 22832
 486  243: HB/sherman2 nz 23094
 487  498: Gset/G36 nz 23532
 488  503: Gset/G40 nz 23532
 489  497: Gset/G35 nz 23556
 490  501: Gset/G39 nz 23556
 491  500: Gset/G38 nz 23558
 492  505: Gset/G42 nz 23558
 493  499: Gset/G37 nz 23570
 494  504: Gset/G41 nz 23570
 495 2412: AG-Monien/airfoil1_dual nz 23626
 496 2746: VDOL/spaceStation_13 nz 23649
 497  426: FIDAP/ex29 nz 23754
 498 2731: VDOL/spaceShuttleEntry_2 nz 24073
 499  344: Boeing/bcsstm34 nz 24270
 500 2747: VDOL/spaceStation_14 nz 24324
 501  422: FIDAP/ex25 nz 24369
 502  213: HB/mcfe nz 24382
 503 2467: DIMACS10/delaunay_n12 nz 24528
 504 2411: AG-Monien/airfoil1 nz 24578
 505 2677: VDOL/freeFlyingRobot_5 nz 24582
 506 2230: TSOPF/TSOPF_FS_b9_c1 nz 25032
 507  900: Shen/shermanACa nz 25220
 508  466: Grund/meg4 nz 25258
 509  189: HB/lns_3937 nz 25407
 510  191: HB/lnsp3937 nz 25407
 511 2882: ML_Graph/plantsmargin_12NN nz 25482
 512 2563: CPM/cz2548 nz 25674
 513 2706: VDOL/lowThrust_2 nz 26261
 514 2410: AG-Monien/3elt_dual nz 26556
 515  416: FIDAP/ex2 nz 26839
 516 2678: VDOL/freeFlyingRobot_6 nz 27030
 517 2865: ML_Graph/dataset22mfeatzernike_10NN nz 27414
 518 2861: ML_Graph/dataset12mfeatfactors_10NN nz 27442
 519 2409: AG-Monien/3elt nz 27444
 520 2862: ML_Graph/dataset16mfeatkarhunen_10NN nz 27668
 521 2864: ML_Graph/dataset20mfeatpixel_10NN nz 27932
 522  527: Gset/G62 nz 28000
 523  917: Hohn/fd12 nz 28462
 524 2827: TAMU_SmartGridCenter/ACTIVSg2000 nz 28505
 525 1328: MathWorks/tomography nz 28726
 526 2732: VDOL/spaceShuttleEntry_3 nz 28757
 527 1541: Schenk_IBMNA/c-22 nz 28870
 528  454: Grund/bayer03 nz 29195
 529  332: Bai/rdb5000 nz 29600
 530  385: DRIVCAV/cavity06 nz 29675
 531  387: DRIVCAV/cavity08 nz 29675
 532  934: Lucifora/cell1 nz 30082
 533  935: Lucifora/cell2 nz 30082
 534 2522: DIMACS10/data nz 30186
 535 2656: LeGresley/LeGresley_4908 nz 30482
 536 1547: Schenk_IBMNA/c-28 nz 30590
 537 1546: Schenk_IBMNA/c-27 nz 30927
 538 2679: VDOL/freeFlyingRobot_7 nz 31046
 539 1542: Schenk_IBMNA/c-23 nz 31079
 540  434: FIDAP/ex4 nz 31849
 541  530: Gset/G65 nz 32000
 542 2667: VDOL/dynamicSoaringProblem_3 nz 32022
 543 1540: Schenk_IBMNA/c-21 nz 32145
 544 2724: VDOL/reorientation_3 nz 32166
 545 2817: Goodwin/Goodwin_010 nz 32282
 546  384: DRIVCAV/cavity05 nz 32632
 547 1187: Rajat/rajat03 nz 32653
 548  386: DRIVCAV/cavity07 nz 32702
 549  388: DRIVCAV/cavity09 nz 32702
 550  468: Grund/poli_large nz 33033
 551  157: HB/gemat12 nz 33044
 552  156: HB/gemat11 nz 33108
 553 2725: VDOL/reorientation_4 nz 33630
 554  568: Hollinger/jan99jac020 nz 33744
 555  569: Hollinger/jan99jac020sc nz 33744
 556 1545: Schenk_IBMNA/c-26 nz 34537
 557 2891: ML_Graph/YaleB_10NN nz 34808
 558 2680: VDOL/freeFlyingRobot_8 nz 34958
 559 1444: Oberwolfach/rail_5177 nz 35185
 560 2726: VDOL/reorientation_5 nz 35590
 561 1543: Schenk_IBMNA/c-24 nz 35699
 562  370: Bomhof/circuit_1 nz 35823
 563  531: Gset/G66 nz 36000
 564 2668: VDOL/dynamicSoaringProblem_4 nz 36516
 565 2670: VDOL/dynamicSoaringProblem_6 nz 36741
 566 2669: VDOL/dynamicSoaringProblem_5 nz 36789
 567  735: Mallya/lhr02 nz 36875
 568 1866: Muite/Chebyshev3 nz 36879
 569 2728: VDOL/reorientation_7 nz 37150
 570 2727: VDOL/reorientation_6 nz 37342
 571 1206: Oberwolfach/t2dal_a nz 37465
 572 1448: Oberwolfach/t2dal_bci nz 37465
 573 1449: Oberwolfach/t2dal nz 37465
 574  424: FIDAP/ex27 nz 37652
 575 2671: VDOL/dynamicSoaringProblem_7 nz 37680
 576 2278: Grund/poli3 nz 37849
 577 2729: VDOL/reorientation_8 nz 37894
 578 2672: VDOL/dynamicSoaringProblem_8 nz 38136
 579  469: Gset/G1 nz 38352
 580  470: Gset/G10 nz 38352
 581  480: Gset/G2 nz 38352
 582  491: Gset/G3 nz 38352
 583  502: Gset/G4 nz 38352
 584  513: Gset/G5 nz 38352
 585  524: Gset/G6 nz 38352
 586  533: Gset/G7 nz 38352
 587  534: Gset/G8 nz 38352
 588  535: Gset/G9 nz 38352
 589 2733: VDOL/spaceShuttleEntry_4 nz 39669
 590 2681: VDOL/freeFlyingRobot_9 nz 39964
 591  483: Gset/G22 nz 39980
 592  484: Gset/G23 nz 39980
 593  485: Gset/G24 nz 39980
 594  486: Gset/G25 nz 39980
 595  487: Gset/G26 nz 39980
 596  488: Gset/G27 nz 39980
